modelNumber,idNumber,Rating
X540YA-RS21-CB,"['source', 132L]",1
"HP elitebook 2760p Tablet: Intel Core i5 2520m 2.5G / 4G DDR3 RAM / 250G Hard Drive / Webcam / WIFI / 12.5"" touch screen / Bluetooth / Windows 7 pro","['amazon', 615L]",1
V110-80TL016LIH,"['snapdeal', 43L]",1
"Lenovo ThinkPad P50s 15.6'' Premium Mobile Workstation Laptop (Intel i7 Processor, 16GB RAM, 512GB SSD, 15.6inch FHD 1920x1080 IPS Display, NVIDIA Quadro M500M, AC-WiFi, FingerPrint Reader, Win10 Pro)","['newEgg', 1031L]",1
"HP Pavilion 15t Gaming Laptop with UHD 4K Touchscreen ( Intel i7 Quad Core, 32GB, NVIDIA GeForce 960M, 1TB HDD+1TB PCIe NVMe SSD, 15.6 Inch UHD (3840 x 2160) Touchscreen, Windows 10) T9Y85AV.","['newEgg', 2482L]",1
11-ad022TU,"['flipkart', 29L]",1
X541UA-BS51-CB,"['bestbuy', 50L, 'bestbuy', 79L]",2
UX430UA-BB51-CB,"['bestbuy', 61L]",1
"HP 15-ay000 15-ay016nr 15.6"" Notebook","['newEgg', 1290L]",1
"HIDevolution ASUS ROG Strix GL503VD-DB71-HID16 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 15.6"" Ultimate Gaming Laptop (PCIE 2T+4T SSD/32G RAM/FHD/7700HQ/1050)","['amazon', 1171L]",1
TOSHIBA TECRA A50-C PT573C-07U023,"['newEgg', 2512L]",1
NT.L4TAA.014,"['amazon', 687L]",1
V1P79UTABA,"['bestbuy', 236L]",1
15-cb010nr,"['amazon', 323L]",1
"Sony PlayStation 4 (PS4) Console Bundle with Call of Duty Black Ops III - Hard Drive Capacity: 500 GB(US Version, Imported)","['amazon', 276L, 'amazon', 356L, 'amazon', 360L]",2
V2W54UTABA,"['bestbuy', 1501L]",1
"Dell - XPS 12 9250 2-in-1 12.5"" Touch-Screen Laptop - Intel Core m5 - 8GB Memory - 128GB Solid State Drive - Black","['amazon', 744L]",1
Latitude E6420,"['bestbuy', 212L]",1
T101HA-RB11T-CB,"['source', 15L]",1
"Lenovo ThinkPad X230 Laptop, 12.5"" Display, Core i5, 4GB RAM, 320GB HDD, Webcam!","['newEgg', 1803L]",1
DELL E5420,"['staples', 32L]",1
A541UJ-DM067A541U,"['flipkart', 246L]",1
80TJ008HCF,"['staples', 1L]",1
T460 (20FN002JCA),"['newEgg', 347L, 'newEgg', 486L, 'newEgg', 2035L, 'newEgg', 2074L, 'newEgg', 2419L]",2
80YS0003US,"['bestbuy', 219L, 'amazon', 213L]",3
P4B14UA#ABL,"['amazon', 555L]",1
E6410,"['amazon', 298L]",1
C300SA-DH02,"['bestbuy', 490L, 'amazon', 292L, 'source', 168L]",3
HP PROBOOK6470B,"['staples', 98L]",1
X200CA-DB01T,"['newEgg', 367L]",1
i7567-5314BLK-PCA,"['bestbuy', 89L, 'bestbuy', 292L]",2
15-AY019TU (W6T33PA),"['snapdeal', 237L]",1
(NX.MYKSI.024),"['snapdeal', 19L]",1
